"#","Date Time, GMT-04:00","Temp, °C","Coupler Detached","End Of File"
1,01/28/20 11:00:00,24.484,Logged,
2,01/28/20 11:15:00,25.234,,
3,01/28/20 11:30:00,26.671,,
4,01/28/20 11:45:00,26.329,,
5,01/28/20 12:00:00,26.280,,
6,01/28/20 12:15:00,28.245,,
7,01/28/20 12:30:00,27.014,,
8,01/28/20 12:45:00,26.989,,
9,01/28/20 13:00:00,26.989,,
10,01/28/20 13:15:00,26.965,,
11,01/28/20 13:30:00,26.989,,
12,01/28/20 13:45:00,26.965,,
13,01/28/20 14:00:00,26.965,,
14,01/28/20 14:15:00,26.989,,
15,01/28/20 14:30:00,26.989,,
16,01/28/20 14:45:00,26.989,,
17,01/28/20 15:00:00,26.989,,
18,01/28/20 15:15:00,26.989,,
19,01/28/20 15:30:00,26.989,,
20,01/28/20 15:45:00,26.989,,
21,01/28/20 16:00:00,26.989,,
22,01/28/20 16:15:00,26.989,,
23,01/28/20 16:30:00,26.989,,
24,01/28/20 16:45:00,26.989,,
25,01/28/20 17:00:00,26.989,,
26,01/28/20 17:15:00,26.965,,
27,01/28/20 17:30:00,26.965,,
28,01/28/20 17:45:00,26.965,,
29,01/28/20 18:00:00,26.965,,
30,01/28/20 18:15:00,26.965,,
31,01/28/20 18:30:00,26.989,,
32,01/28/20 18:45:00,26.965,,
33,01/28/20 19:00:00,26.965,,
34,01/28/20 19:15:00,26.965,,
35,01/28/20 19:30:00,26.965,,
36,01/28/20 19:45:00,26.965,,
37,01/28/20 20:00:00,26.965,,
38,01/28/20 20:15:00,26.965,,
39,01/28/20 20:30:00,26.965,,
40,01/28/20 20:45:00,26.989,,
41,01/28/20 21:00:00,26.989,,
42,01/28/20 21:15:00,26.989,,
43,01/28/20 21:30:00,26.989,,
44,01/28/20 21:45:00,26.989,,
45,01/28/20 22:00:00,26.965,,
46,01/28/20 22:15:00,26.989,,
47,01/28/20 22:30:00,26.989,,
48,01/28/20 22:45:00,26.989,,
49,01/28/20 23:00:00,26.989,,
50,01/28/20 23:15:00,26.989,,
51,01/28/20 23:30:00,26.989,,
52,01/28/20 23:45:00,26.965,,
53,01/29/20 00:00:00,26.965,,
54,01/29/20 00:15:00,27.014,,
55,01/29/20 00:30:00,27.014,,
56,01/29/20 00:45:00,27.014,,
57,01/29/20 01:00:00,27.014,,
58,01/29/20 01:15:00,26.989,,
59,01/29/20 01:30:00,26.989,,
60,01/29/20 01:45:00,26.989,,
61,01/29/20 02:00:00,27.014,,
62,01/29/20 02:15:00,26.989,,
63,01/29/20 02:30:00,26.989,,
64,01/29/20 02:45:00,27.014,,
65,01/29/20 03:00:00,27.014,,
66,01/29/20 03:15:00,26.989,,
67,01/29/20 03:30:00,27.014,,
68,01/29/20 03:45:00,26.989,,
69,01/29/20 04:00:00,26.989,,
70,01/29/20 04:15:00,27.014,,
71,01/29/20 04:30:00,27.038,,
72,01/29/20 04:45:00,27.038,,
73,01/29/20 05:00:00,27.014,,
74,01/29/20 05:15:00,27.038,,
75,01/29/20 05:30:00,26.989,,
76,01/29/20 05:45:00,26.989,,
77,01/29/20 06:00:00,26.965,,
78,01/29/20 06:15:00,26.965,,
79,01/29/20 06:30:00,26.989,,
80,01/29/20 06:45:00,26.965,,
81,01/29/20 07:00:00,26.965,,
82,01/29/20 07:15:00,26.940,,
83,01/29/20 07:30:00,26.940,,
84,01/29/20 07:45:00,26.940,,
85,01/29/20 08:00:00,26.940,,
86,01/29/20 08:15:00,26.965,,
87,01/29/20 08:30:00,27.014,,
88,01/29/20 08:45:00,27.014,,
89,01/29/20 09:00:00,26.989,,
90,01/29/20 09:15:00,27.014,,
91,01/29/20 09:30:00,26.989,,
92,01/29/20 09:45:00,26.989,,
93,01/29/20 10:00:00,26.916,,
94,01/29/20 10:15:00,26.818,,
95,01/29/20 10:30:00,26.818,,
96,01/29/20 10:45:00,26.769,,
97,01/29/20 11:00:00,26.744,,
98,01/29/20 11:15:00,26.671,,
99,01/29/20 11:30:00,26.646,,
100,01/29/20 11:45:00,26.671,,
101,01/29/20 12:00:00,26.744,,
102,01/29/20 12:15:00,26.744,,
103,01/29/20 12:30:00,26.769,,
104,01/29/20 12:45:00,26.744,,
105,01/29/20 13:00:00,26.769,,
106,01/29/20 13:15:00,26.818,,
107,01/29/20 13:30:00,26.916,,
108,01/29/20 13:45:00,26.965,,
109,01/29/20 14:00:00,26.965,,
110,01/29/20 14:15:00,26.965,,
111,01/29/20 14:30:00,26.965,,
112,01/29/20 14:45:00,26.989,,
113,01/29/20 15:00:00,26.989,,
114,01/29/20 15:15:00,26.989,,
115,01/29/20 15:30:00,26.965,,
116,01/29/20 15:45:00,27.014,,
117,01/29/20 16:00:00,27.014,,
118,01/29/20 16:15:00,26.989,,
119,01/29/20 16:30:00,26.989,,
120,01/29/20 16:45:00,27.014,,
121,01/29/20 17:00:00,26.989,,
122,01/29/20 17:15:00,27.014,,
123,01/29/20 17:30:00,27.014,,
124,01/29/20 17:45:00,26.989,,
125,01/29/20 18:00:00,26.989,,
126,01/29/20 18:15:00,26.989,,
127,01/29/20 18:30:00,26.989,,
128,01/29/20 18:45:00,26.989,,
129,01/29/20 19:00:00,26.989,,
130,01/29/20 19:15:00,26.965,,
131,01/29/20 19:30:00,26.965,,
132,01/29/20 19:45:00,26.940,,
133,01/29/20 20:00:00,26.940,,
134,01/29/20 20:15:00,26.940,,
135,01/29/20 20:30:00,26.965,,
136,01/29/20 20:45:00,26.965,,
137,01/29/20 21:00:00,26.965,,
138,01/29/20 21:15:00,26.989,,
