#,"Date Time, GMT-04:00",Temp A,Temp B,Temperature_Difference,Average_temp,Flag
208,10/19/22 11:45,29.04,29.065,0.025,29.0525,
209,10/19/22 12:00,29.04,29.04,0.0,29.04,
210,10/19/22 12:15,29.04,29.04,0.0,29.04,
211,10/19/22 12:30,29.04,29.04,0.0,29.04,
212,10/19/22 12:45,29.065,29.04,0.025,29.0525,
213,10/19/22 13:00,29.065,28.965,0.1000000000000014,29.015,
214,10/19/22 13:15,29.065,28.99,0.075,29.0275,
215,10/19/22 13:30,29.04,29.015,0.025,29.0275,
216,10/19/22 13:45,29.015,29.065,0.05,29.04,
217,10/19/22 14:00,28.99,28.99,0.0,28.99,
218,10/19/22 14:15,28.99,28.941,0.049,28.9655,
219,10/19/22 14:30,28.99,28.941,0.049,28.9655,
220,10/19/22 14:45,28.99,28.941,0.049,28.9655,
221,10/19/22 15:00,29.015,28.891,0.1240000000000023,28.953,
222,10/19/22 15:15,29.015,28.891,0.1240000000000023,28.953,
223,10/19/22 15:30,29.015,28.866,0.1490000000000009,28.9405,
224,10/19/22 15:45,28.99,28.916,0.074,28.953,
225,10/19/22 16:00,28.916,28.866,0.05,28.891,
226,10/19/22 16:15,28.891,28.866,0.025,28.8785,
227,10/19/22 16:30,28.891,28.916,0.025,28.9035,
228,10/19/22 16:45,28.891,28.965,0.074,28.928,
229,10/19/22 17:00,28.841,28.965,0.1239999999999987,28.903,
230,10/19/22 17:15,28.841,28.99,0.1489999999999973,28.9155,
231,10/19/22 17:30,28.866,29.04,0.1739999999999995,28.953,
232,10/19/22 17:45,28.891,29.09,0.1990000000000016,28.9905,
233,10/19/22 18:00,28.866,29.09,0.2240000000000002,28.978,True
234,10/19/22 18:15,28.841,29.09,0.2489999999999987,28.9655,True
235,10/19/22 18:30,28.742,29.09,0.348,28.916,True
236,10/19/22 18:45,28.816,29.09,0.2740000000000009,28.953,True
237,10/19/22 19:00,28.941,29.09,0.1490000000000009,29.0155,
238,10/19/22 19:15,29.015,29.09,0.075,29.0525,
239,10/19/22 19:30,29.115,29.09,0.025,29.1025,
240,10/19/22 19:45,29.14,29.09,0.05,29.115,
241,10/19/22 20:00,29.165,29.09,0.075,29.1275,
242,10/19/22 20:15,29.14,29.09,0.05,29.115,
243,10/19/22 20:30,29.14,29.115,0.025,29.1275,
244,10/19/22 20:45,29.115,29.14,0.025,29.1275,
245,10/19/22 21:00,29.115,29.14,0.025,29.1275,
246,10/19/22 21:15,29.115,29.165,0.05,29.14,
247,10/19/22 21:30,29.09,29.165,0.075,29.1275,
248,10/19/22 21:45,29.09,29.14,0.05,29.115,
