#,"Date Time, GMT-04:00","Temp, °C",Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
49,10/17/22 20:00:00,22.824,Logged,,,,
50,10/17/22 20:15:00,22.561,,,,,
51,10/17/22 20:30:00,22.321,,,,,
52,10/17/22 20:45:00,22.106,,,,,
53,10/17/22 21:00:00,21.891,,,,,
54,10/17/22 21:15:00,21.7,,,,,
55,10/17/22 21:30:00,21.509,,,,,
56,10/17/22 21:45:00,21.342,,,,,
57,10/17/22 22:00:00,21.175,,,,,
58,10/17/22 22:15:00,21.032,,,,,
59,10/17/22 22:30:00,20.889,,,,,
60,10/17/22 22:45:00,20.793,,,,,
61,10/17/22 23:00:00,20.674,,,,,
62,10/17/22 23:15:00,20.603,,,,,
63,10/17/22 23:30:00,20.531,,,,,
64,10/17/22 23:45:00,20.46,,,,,
65,10/18/22 00:00:00,20.412,,,,,
66,10/18/22 00:15:00,20.388,,,,,
67,10/18/22 00:30:00,20.341,,,,,
68,10/18/22 00:45:00,20.293,,,,,
69,10/18/22 01:00:00,20.269,,,,,
70,10/18/22 01:15:00,20.246,,,,,
71,10/18/22 01:30:00,20.222,,,,,
72,10/18/22 01:45:00,20.198,,,,,
73,10/18/22 02:00:00,20.174,,,,,
74,10/18/22 02:15:00,20.15,,,,,
75,10/18/22 02:30:00,20.15,,,,,
76,10/18/22 02:45:00,20.15,,,,,
77,10/18/22 03:00:00,20.15,,,,,
78,10/18/22 03:15:00,20.15,,,,,
79,10/18/22 03:30:00,20.15,,,,,
80,10/18/22 03:45:00,20.126,,,,,
81,10/18/22 04:00:00,20.126,,,,,
82,10/18/22 04:15:00,20.103,,,,,
83,10/18/22 04:30:00,20.103,,,,,
84,10/18/22 04:45:00,20.103,,,,,
85,10/18/22 05:00:00,20.103,,,,,
86,10/18/22 05:15:00,20.103,,,,,
87,10/18/22 05:30:00,20.126,,,,,
88,10/18/22 05:45:00,20.15,,,,,
89,10/18/22 06:00:00,20.174,,,,,
90,10/18/22 06:15:00,20.198,,,,,
91,10/18/22 06:30:00,20.198,,,,,
92,10/18/22 06:45:00,20.222,,,,,
93,10/18/22 07:00:00,20.246,,,,,
94,10/18/22 07:15:00,20.293,,,,,
95,10/18/22 07:30:00,20.293,,,,,
96,10/18/22 07:45:00,20.293,,,,,
97,10/18/22 08:00:00,21.413,,,,,
98,10/18/22 08:15:00,22.513,,,,,
99,10/18/22 08:30:00,23.497,,,,,
100,10/18/22 08:45:00,24.388,,,,,
101,10/18/22 09:00:00,25.113,,,,,
102,10/18/22 09:15:00,25.744,,,,,
103,10/18/22 09:30:00,26.353,,,,,
104,10/18/22 09:45:00,26.891,,,,,
105,10/18/22 10:00:00,27.382,,,,,
106,10/18/22 10:15:00,27.801,,,,,
107,10/18/22 10:30:00,28.171,,,,,
108,10/18/22 10:45:00,28.667,,,,,
109,10/18/22 11:00:00,29.165,,,,,
110,10/18/22 11:15:00,29.665,,,,,
111,10/18/22 11:30:00,30.066,,,,,
112,10/18/22 11:45:00,30.369,,,,,
113,10/18/22 12:00:00,30.545,,,,,
114,10/18/22 12:15:00,30.596,,,,,
115,10/18/22 12:30:00,30.722,,,,,
116,10/18/22 12:45:00,30.874,,,,,
117,10/18/22 13:00:00,31.052,,,,,
118,10/18/22 13:15:00,31.255,,,,,
119,10/18/22 13:30:00,31.51,,,,,
