"#","Date Time, GMT-04:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,04/10/25 08:15:00,22.226,Logged,,,,
2,04/10/25 08:45:00,22.178,,,,,
3,04/10/25 09:15:00,22.202,,,,,
4,04/10/25 09:45:00,22.274,,,,,
5,04/10/25 10:15:00,22.321,,,,,
6,04/10/25 10:45:00,22.369,,,,,
7,04/10/25 11:15:00,22.417,,,,,
8,04/10/25 11:45:00,22.513,,,,,
9,04/10/25 12:15:00,22.585,,,,,
10,04/10/25 12:45:00,22.609,,,,,
11,04/10/25 13:15:00,22.633,,,,,
12,04/10/25 13:45:00,22.585,,,,,
13,04/10/25 14:15:00,22.561,,,,,
14,04/10/25 14:45:00,22.561,,,,,
15,04/10/25 15:15:00,22.537,,,,,
16,04/10/25 15:45:00,22.513,,,,,
17,04/10/25 16:15:00,22.537,,,,,
18,04/10/25 16:45:00,22.561,,,,,
19,04/10/25 17:15:00,22.537,,,,,
20,04/10/25 17:45:00,22.513,,,,,
21,04/10/25 18:15:00,22.489,,,,,
22,04/10/25 18:45:00,22.417,,,,,
23,04/10/25 19:15:00,22.321,,,,,
24,04/10/25 19:45:00,22.250,,,,,
25,04/10/25 20:15:00,22.178,,,,,
26,04/10/25 20:45:00,22.082,,,,,
27,04/10/25 21:15:00,22.011,,,,,
28,04/10/25 21:45:00,21.939,,,,,
29,04/10/25 22:15:00,21.891,,,,,
30,04/10/25 22:45:00,21.867,,,,,
31,04/10/25 23:15:00,21.867,,,,,
32,04/10/25 23:45:00,21.915,,,,,
33,04/11/25 00:15:00,21.963,,,,,
34,04/11/25 00:45:00,22.011,,,,,
35,04/11/25 01:15:00,22.058,,,,,
36,04/11/25 01:45:00,22.106,,,,,
37,04/11/25 02:15:00,22.178,,,,,
38,04/11/25 02:45:00,22.226,,,,,
39,04/11/25 03:15:00,22.274,,,,,
40,04/11/25 03:45:00,22.321,,,,,
41,04/11/25 04:15:00,22.393,,,,,
42,04/11/25 04:45:00,22.441,,,,,
43,04/11/25 05:15:00,22.489,,,,,
44,04/11/25 05:45:00,22.585,,,,,
45,04/11/25 06:15:00,22.824,,,,,
46,04/11/25 06:45:00,23.064,,,,,
47,04/11/25 07:15:00,23.304,,,,,
48,04/11/25 07:45:00,23.545,,,,,
49,04/11/25 08:15:00,23.785,,,,,
50,04/11/25 08:45:00,24.026,,,,,
51,04/11/25 09:15:00,24.267,,,,,
52,04/11/25 09:45:00,24.508,,,,,
53,04/11/25 10:15:00,24.726,,,,,
54,04/11/25 10:45:00,24.944,,,,,
55,04/11/25 11:15:00,25.162,,,,,
56,04/11/25 11:45:00,25.355,,,,,
57,04/11/25 12:15:00,25.550,,,,,
58,04/11/25 12:45:00,25.744,,,,,
59,04/11/25 13:15:00,25.939,,,,,
