#,"Date Time, GMT-04:00","Temp, °C",Coupler Detached,End Of File
1,6/13/2023 0:00,24.823,Logged,
2,6/13/2023 0:15,24.774,,
3,6/13/2023 0:30,24.726,,
4,6/13/2023 0:45,24.677,,
5,6/13/2023 1:00,24.629,,
6,6/13/2023 1:15,24.581,,
7,6/13/2023 1:30,24.532,,
8,6/13/2023 1:45,24.484,,
9,6/13/2023 2:00,24.436,,
10,6/13/2023 2:15,24.412,,
11,6/13/2023 2:30,24.388,,
12,6/13/2023 2:45,24.363,,
13,6/13/2023 3:00,24.315,,
14,6/13/2023 3:15,24.291,,
15,6/13/2023 3:30,24.267,,
16,6/13/2023 3:45,24.243,,
17,6/13/2023 4:00,24.243,,
18,6/13/2023 4:15,24.219,,
19,6/13/2023 4:30,24.195,,
20,6/13/2023 4:45,24.171,,
21,6/13/2023 5:00,24.146,,
22,6/13/2023 5:15,24.146,,
23,6/13/2023 5:30,24.122,,
24,6/13/2023 5:45,24.098,,
25,6/13/2023 6:00,24.074,,
26,6/13/2023 6:15,24.074,,
27,6/13/2023 6:30,24.05,,
28,6/13/2023 6:45,24.026,,
29,6/13/2023 7:00,24.05,,
30,6/13/2023 7:15,24.098,,
31,6/13/2023 7:30,24.146,,
32,6/13/2023 7:45,24.195,,
33,6/13/2023 8:00,24.243,,
34,6/13/2023 8:15,24.267,,
35,6/13/2023 8:30,24.339,,
36,6/13/2023 8:45,24.412,,
37,6/13/2023 9:00,24.484,,
38,6/13/2023 9:15,24.605,,
39,6/13/2023 9:30,24.75,,
40,6/13/2023 9:45,24.919,,
41,6/13/2023 10:00,25.089,,
42,6/13/2023 10:15,25.283,,
43,6/13/2023 10:30,25.477,,
44,6/13/2023 10:45,25.671,,
45,6/13/2023 11:00,25.841,,
46,6/13/2023 11:15,26.012,,
47,6/13/2023 11:30,26.134,,
48,6/13/2023 11:45,26.28,,
49,6/13/2023 12:00,26.426,,
50,6/13/2023 12:15,26.598,,
51,6/13/2023 12:30,26.744,,
52,6/13/2023 12:45,27.456,,
53,6/13/2023 13:00,27.875,,
54,6/13/2023 13:15,28.147,,
55,6/13/2023 13:30,28.444,,
56,6/13/2023 13:45,28.369,,
57,6/13/2023 14:00,28.468,,
58,6/13/2023 14:15,28.617,,
59,6/13/2023 14:30,28.667,,
60,6/13/2023 14:45,28.667,,
61,6/13/2023 15:00,28.642,,
62,6/13/2023 15:15,28.593,,
63,6/13/2023 15:30,28.518,,
64,6/13/2023 15:45,28.444,,
65,6/13/2023 16:00,28.345,,
66,6/13/2023 16:15,28.221,,
67,6/13/2023 16:30,28.147,,
68,6/13/2023 16:45,28.023,,
69,6/13/2023 17:00,27.924,,
70,6/13/2023 17:15,27.825,,
71,6/13/2023 17:30,27.702,,
72,6/13/2023 17:45,27.579,,
73,6/13/2023 18:00,27.431,,
74,6/13/2023 18:15,27.284,,
75,6/13/2023 18:30,27.136,,
76,6/13/2023 18:45,26.989,,
77,6/13/2023 19:00,26.818,,
78,6/13/2023 19:15,26.646,,
79,6/13/2023 19:30,26.524,,
80,6/13/2023 19:45,26.378,,
81,6/13/2023 20:00,26.256,,
82,6/13/2023 20:15,26.158,,
83,6/13/2023 20:30,26.085,,
84,6/13/2023 20:45,26.061,,
85,6/13/2023 21:00,26.085,,
86,6/13/2023 21:15,26.085,,
87,6/13/2023 21:30,26.061,,
88,6/13/2023 21:45,24.629,,
89,6/13/2023 22:00,24.46,,
90,6/13/2023 22:15,24.267,,
91,6/13/2023 22:30,24.026,,
92,6/13/2023 22:45,23.761,,
93,6/13/2023 23:00,23.472,,
94,6/13/2023 23:15,23.136,,
95,6/13/2023 23:30,22.848,,
96,6/13/2023 23:45,22.609,,
97,6/14/2023 0:00,22.369,,
98,6/14/2023 0:15,22.154,,
99,6/14/2023 0:30,21.939,,
100,6/14/2023 0:45,21.772,,
101,6/14/2023 1:00,21.581,,
102,6/14/2023 1:15,21.461,,
103,6/14/2023 1:30,21.318,,
104,6/14/2023 1:45,21.223,,
105,6/14/2023 2:00,21.151,,
106,6/14/2023 2:15,21.032,,
107,6/14/2023 2:30,20.96,,
108,6/14/2023 2:45,20.889,,
109,6/14/2023 3:00,20.817,,
110,6/14/2023 3:15,20.77,,
