"Date Time, GMT-04:00",Temp A,Temp B,Average,Variance
2024-02-15 15:00:00,27.235,26.671,26.953,0.5640000000000001
2024-02-15 15:15:00,27.259,27.604,27.4315,0.34499999999999886
2024-02-15 15:30:00,27.259,27.21,27.2345,0.04899999999999949
2024-02-15 15:45:00,27.259,27.21,27.2345,0.04899999999999949
2024-02-15 16:00:00,27.259,27.186,27.2225,0.0730000000000004
2024-02-15 16:15:00,27.235,27.186,27.2105,0.04899999999999949
2024-02-15 16:30:00,27.235,27.186,27.2105,0.04899999999999949
2024-02-15 16:45:00,27.235,27.186,27.2105,0.04899999999999949
2024-02-15 17:00:00,27.235,27.186,27.2105,0.04899999999999949
2024-02-15 17:15:00,27.235,27.186,27.2105,0.04899999999999949
2024-02-15 17:30:00,27.21,27.161,27.1855,0.04899999999999949
2024-02-15 17:45:00,27.21,27.136,27.173000000000002,0.07400000000000162
2024-02-15 18:00:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 18:15:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 18:30:00,27.186,27.112,27.149,0.07400000000000162
2024-02-15 18:45:00,27.161,27.112,27.136499999999998,0.04900000000000304
2024-02-15 19:00:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 19:15:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 19:30:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 19:45:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 20:00:00,27.186,27.136,27.161,0.05000000000000071
2024-02-15 20:15:00,27.161,27.112,27.136499999999998,0.04900000000000304
2024-02-15 20:30:00,27.161,27.112,27.136499999999998,0.04900000000000304
2024-02-15 20:45:00,27.161,27.087,27.124000000000002,0.07400000000000162
2024-02-15 21:00:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 21:15:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 21:30:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 21:45:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 22:00:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 22:15:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 22:30:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 22:45:00,27.136,27.087,27.1115,0.04899999999999949
2024-02-15 23:00:00,27.136,27.087,27.1115,0.04899999999999949
