"#","Date Time, GMT-04:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,12/02/20 08:00:00,22.369,Logged,,,,
2,12/02/20 08:15:00,22.561,,,,,
3,12/02/20 08:30:00,22.968,,,,,
4,12/02/20 08:45:00,23.545,,,,,
5,12/02/20 09:00:00,23.905,,,,,
6,12/02/20 09:15:00,24.171,,,,,
7,12/02/20 09:30:00,24.581,,,,,
8,12/02/20 09:45:00,25.089,,,,,
9,12/02/20 10:00:00,25.623,,,,,
10,12/02/20 10:15:00,26.085,,,,,
11,12/02/20 10:30:00,26.329,,,,,
12,12/02/20 10:45:00,26.695,,,,,
13,12/02/20 11:00:00,27.235,,,,,
14,12/02/20 11:15:00,27.727,,,,,
15,12/02/20 11:30:00,27.974,,,,,
16,12/02/20 11:45:00,29.365,,,,,
17,12/02/20 12:00:00,30.748,,,,,
18,12/02/20 12:15:00,31.637,,,,,
19,12/02/20 12:30:00,32.227,,,,,
20,12/02/20 12:45:00,32.691,,,,,
21,12/02/20 13:00:00,33.079,,,,,
22,12/02/20 13:15:00,33.443,,,,,
23,12/02/20 13:30:00,33.730,,,,,
24,12/02/20 13:45:00,33.966,,,,,
25,12/02/20 14:00:00,34.360,,,,,
26,12/02/20 14:15:00,34.202,,,,,
27,12/02/20 14:30:00,33.783,,,,,
28,12/02/20 14:45:00,33.183,,,,,
29,12/02/20 15:00:00,28.891,,,,,
30,12/02/20 15:15:00,27.850,,,,,
31,12/02/20 15:30:00,27.431,,,,,
32,12/02/20 15:45:00,27.235,,,,,
33,12/02/20 16:00:00,27.186,,,,,
34,12/02/20 16:15:00,27.014,,,,,
35,12/02/20 16:30:00,26.842,,,,,
36,12/02/20 16:45:00,26.965,,,,,
37,12/02/20 17:00:00,26.989,,,,,
38,12/02/20 17:15:00,26.891,,,,,
39,12/02/20 17:30:00,26.598,,,,,
40,12/02/20 17:45:00,26.256,,,,,
41,12/02/20 18:00:00,26.012,,,,,
42,12/02/20 18:15:00,25.817,,,,,
43,12/02/20 18:30:00,25.647,,,,,
44,12/02/20 18:45:00,25.574,,,,,
45,12/02/20 19:00:00,25.453,,,,,
46,12/02/20 19:15:00,25.331,,,,,
47,12/02/20 19:30:00,25.258,,,,,
48,12/02/20 19:45:00,25.258,,,,,
49,12/02/20 20:00:00,25.234,,,,,
50,12/02/20 20:15:00,25.186,,,,,
51,12/02/20 20:30:00,25.137,,,,,
52,12/02/20 20:45:00,25.065,,,,,
53,12/02/20 21:00:00,25.065,,,,,
54,12/02/20 21:15:00,25.065,,,,,
55,12/02/20 21:30:00,24.968,,,,,
56,12/02/20 21:45:00,24.871,,,,,
57,12/02/20 22:00:00,24.798,,,,,
58,12/02/20 22:15:00,24.677,,,,,
59,12/02/20 22:30:00,24.653,,,,,
60,12/02/20 22:45:00,24.629,,,,,
61,12/02/20 23:00:00,24.557,,,,,
62,12/02/20 23:15:00,24.532,,,,,
63,12/02/20 23:30:00,24.508,,,,,
64,12/02/20 23:45:00,24.581,,,,,
65,12/03/20 00:00:00,24.605,,,,,
66,12/03/20 00:15:00,24.677,,,,,
67,12/03/20 00:30:00,24.774,,,,,
68,12/03/20 00:45:00,24.774,,,,,
69,12/03/20 01:00:00,24.774,,,,,
70,12/03/20 01:15:00,24.750,,,,,
71,12/03/20 01:30:00,24.702,,,,,
72,12/03/20 01:45:00,24.653,,,,,
73,12/03/20 02:00:00,24.605,,,,,
74,12/03/20 02:15:00,24.605,,,,,
75,12/03/20 02:30:00,24.532,,,,,
76,12/03/20 02:45:00,24.436,,,,,
77,12/03/20 03:00:00,24.436,,,,,
78,12/03/20 03:15:00,24.436,,,,,
79,12/03/20 03:30:00,24.532,,,,,
80,12/03/20 03:45:00,24.508,,,,,
81,12/03/20 04:00:00,24.508,,,,,
82,12/03/20 04:15:00,24.508,,,,,
83,12/03/20 04:30:00,24.508,,,,,
84,12/03/20 04:45:00,24.508,,,,,
85,12/03/20 05:00:00,24.581,,,,,
86,12/03/20 05:15:00,24.557,,,,,
87,12/03/20 05:30:00,24.581,,,,,
88,12/03/20 05:45:00,24.557,,,,,
89,12/03/20 06:00:00,24.629,,,,,
90,12/03/20 06:15:00,24.581,,,,,
91,12/03/20 06:30:00,24.605,,,,,
92,12/03/20 06:45:00,24.605,,,,,
93,12/03/20 07:00:00,24.581,,,,,
94,12/03/20 07:15:00,24.629,,,,,
95,12/03/20 07:30:00,24.653,,,,,
96,12/03/20 07:45:00,24.653,,,,,
97,12/03/20 08:00:00,24.702,,,,,
98,12/03/20 08:15:00,24.847,,,,,
99,12/03/20 08:30:00,24.968,,,,,
100,12/03/20 08:45:00,25.089,,,,,
101,12/03/20 09:00:00,25.089,,,,,
102,12/03/20 09:15:00,25.186,,,,,
103,12/03/20 09:30:00,25.380,,,,,
104,12/03/20 09:45:00,25.695,,,,,
105,12/03/20 10:00:00,25.866,,,,,
106,12/03/20 10:15:00,26.231,,,,,
107,12/03/20 10:30:00,26.500,,,,,
108,12/03/20 10:45:00,26.744,,,,,
109,12/03/20 11:00:00,27.014,,,,,
110,12/03/20 11:15:00,27.087,,,,,
111,12/03/20 11:30:00,27.063,,,,,
112,12/03/20 11:45:00,27.210,,,,,
113,12/03/20 12:00:00,27.308,,,,,
114,12/03/20 12:15:00,27.333,,,,,
115,12/03/20 12:30:00,27.358,,,,,
116,12/03/20 12:45:00,27.308,,,,,
117,12/03/20 13:00:00,27.235,,,,,
118,12/03/20 13:15:00,27.235,,,,,
119,12/03/20 13:30:00,27.259,,,,,
120,12/03/20 13:45:00,27.284,,,,,
121,12/03/20 14:00:00,27.284,,,,,
122,12/03/20 14:15:00,27.358,,,,,
123,12/03/20 14:30:00,27.358,,,,,
124,12/03/20 14:45:00,27.875,,,,,
125,12/03/20 15:00:00,27.628,,,,,
126,12/03/20 15:15:00,27.579,,,,,
127,12/03/20 15:30:00,27.431,,,,,
128,12/03/20 15:45:00,27.308,,,,,
129,12/03/20 16:00:00,27.136,,,,,
130,12/03/20 16:15:00,27.112,,,,,
131,12/03/20 16:30:00,28.171,,,,,
132,12/03/20 16:45:00,28.122,,,,,
133,12/03/20 17:00:00,27.998,,,,,
134,12/03/20 17:15:00,27.875,,,,,
135,12/03/20 17:30:00,27.727,,,,,
136,12/03/20 17:45:00,27.579,,,,,
137,12/03/20 18:00:00,27.431,,,,,
138,12/03/20 18:15:00,27.235,,,,,
139,12/03/20 18:30:00,26.940,,,,,
140,12/03/20 18:45:00,26.695,,,,,
141,12/03/20 19:00:00,26.475,,,,,
142,12/03/20 19:15:00,26.304,,,,,
143,12/03/20 19:30:00,26.182,,,,,
144,12/03/20 19:45:00,26.085,,,,,
145,12/03/20 20:00:00,25.987,,,,,
146,12/03/20 20:15:00,25.914,,,,,
147,12/03/20 20:30:00,25.841,,,,,
148,12/03/20 20:45:00,25.768,,,,,
149,12/03/20 21:00:00,25.695,,,,,
150,12/03/20 21:15:00,25.623,,,,,
151,12/03/20 21:30:00,25.525,,,,,
152,12/03/20 21:45:00,25.453,,,,,
153,12/03/20 22:00:00,25.380,,,,,
154,12/03/20 22:15:00,25.283,,,,,
155,12/03/20 22:30:00,25.210,,,,,
156,12/03/20 22:45:00,25.113,,,,,
157,12/03/20 23:00:00,25.040,,,,,
158,12/03/20 23:15:00,24.968,,,,,
159,12/03/20 23:30:00,24.895,,,,,
160,12/03/20 23:45:00,24.847,,,,,
161,12/04/20 00:00:00,24.798,,,,,
162,12/04/20 00:15:00,24.750,,,,,
163,12/04/20 00:30:00,24.702,,,,,
164,12/04/20 00:45:00,24.653,,,,,
165,12/04/20 01:00:00,24.605,,,,,
166,12/04/20 01:15:00,24.557,,,,,
167,12/04/20 01:30:00,24.508,,,,,
168,12/04/20 01:45:00,24.460,,,,,
169,12/04/20 02:00:00,24.436,,,,,
170,12/04/20 02:15:00,24.388,,,,,
171,12/04/20 02:30:00,24.363,,,,,
172,12/04/20 02:45:00,24.339,,,,,
173,12/04/20 03:00:00,24.315,,,,,
174,12/04/20 03:15:00,24.291,,,,,
175,12/04/20 03:30:00,24.267,,,,,
176,12/04/20 03:45:00,24.243,,,,,
177,12/04/20 04:00:00,24.219,,,,,
178,12/04/20 04:15:00,24.219,,,,,
179,12/04/20 04:30:00,24.219,,,,,
180,12/04/20 04:45:00,24.195,,,,,
181,12/04/20 05:00:00,24.219,,,,,
182,12/04/20 05:15:00,24.243,,,,,
183,12/04/20 05:30:00,24.267,,,,,
184,12/04/20 05:45:00,24.267,,,,,
185,12/04/20 06:00:00,24.291,,,,,
186,12/04/20 06:15:00,24.315,,,,,
187,12/04/20 06:30:00,24.339,,,,,
188,12/04/20 06:45:00,24.363,,,,,
189,12/04/20 07:00:00,24.363,,,,,
190,12/04/20 07:15:00,24.363,,,,,
191,12/04/20 07:30:00,24.388,,,,,
192,12/04/20 07:45:00,24.436,,,,,
193,12/04/20 08:00:00,24.460,,,,,
194,12/04/20 08:15:00,24.484,,,,,
195,12/04/20 08:30:00,24.532,,,,,
196,12/04/20 08:45:00,24.629,,,,,
197,12/04/20 09:00:00,24.750,,,,,
198,12/04/20 09:15:00,24.847,,,,,
199,12/04/20 09:30:00,24.968,,,,,
200,12/04/20 09:45:00,25.089,,,,,
201,12/04/20 10:00:00,25.210,,,,,
202,12/04/20 10:15:00,25.331,,,,,
203,12/04/20 10:30:00,25.428,,,,,
204,12/04/20 10:45:00,25.550,,,,,
205,12/04/20 11:00:00,25.695,,,,,
206,12/04/20 11:15:00,25.890,,,,,
207,12/04/20 11:30:00,26.085,,,,,
208,12/04/20 11:45:00,26.256,,,,,
209,12/04/20 12:00:00,26.451,,,,,
210,12/04/20 12:15:00,26.646,,,,,
211,12/04/20 12:30:00,26.818,,,,,
212,12/04/20 12:45:00,26.989,,,,,
213,12/04/20 13:00:00,27.112,,,,,
214,12/04/20 13:15:00,27.186,,,,,
215,12/04/20 13:30:00,27.235,,,,,
216,12/04/20 13:45:00,27.259,,,,,
217,12/04/20 14:00:00,27.284,,,,,
218,12/04/20 14:15:00,27.333,,,,,
219,12/04/20 14:30:00,27.382,,,,,
220,12/04/20 14:45:00,27.382,,,,,
221,12/04/20 15:00:00,27.407,,,,,
222,12/04/20 15:15:00,27.333,,,,,
223,12/04/20 15:30:00,27.259,,,,,
224,12/04/20 15:45:00,27.161,,,,,
225,12/04/20 16:00:00,27.087,,,,,
226,12/04/20 16:15:00,26.989,,,,,
227,12/04/20 16:30:00,26.891,,,,,
228,12/04/20 16:45:00,26.793,,,,,
229,12/04/20 17:00:00,26.720,,,,,
230,12/04/20 17:15:00,26.622,,,,,
231,12/04/20 17:30:00,26.524,,,,,
232,12/04/20 17:45:00,26.402,,,,,
233,12/04/20 18:00:00,26.280,,,,,
234,12/04/20 18:15:00,26.158,,,,,
235,12/04/20 18:30:00,26.012,,,,,
236,12/04/20 18:45:00,25.890,,,,,
237,12/04/20 19:00:00,25.768,,,,,
238,12/04/20 19:15:00,25.671,,,,,
239,12/04/20 19:30:00,25.574,,,,,
240,12/04/20 19:45:00,25.501,,,,,
241,12/04/20 20:00:00,25.404,,,,,
242,12/04/20 20:15:00,25.331,,,,,
243,12/04/20 20:30:00,25.283,,,,,
244,12/04/20 20:45:00,25.234,,,,,
245,12/04/20 21:00:00,25.186,,,,,
246,12/04/20 21:15:00,25.137,,,,,
247,12/04/20 21:30:00,25.089,,,,,
248,12/04/20 21:45:00,25.040,,,,,
249,12/04/20 22:00:00,24.992,,,,,
250,12/04/20 22:15:00,24.968,,,,,
251,12/04/20 22:30:00,24.919,,,,,
252,12/04/20 22:45:00,24.895,,,,,
253,12/04/20 23:00:00,24.847,,,,,
254,12/04/20 23:15:00,24.798,,,,,
